"subject" "activity" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAcc-min()-X" "tBodyAcc-min()-Y" "tBodyAcc-min()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAcc-min()-X" "tGravityAcc-min()-Y" "tGravityAcc-min()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerk-min()-X" "tBodyAccJerk-min()-Y" "tBodyAccJerk-min()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyro-min()-X" "tBodyGyro-min()-Y" "tBodyGyro-min()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerk-min()-X" "tBodyGyroJerk-min()-Y" "tBodyGyroJerk-min()-Z" "tBodyAccMag-std()" "tBodyAccMag-min()" "tGravityAccMag-std()" "tGravityAccMag-min()" "tBodyAccJerkMag-std()" "tBodyAccJerkMag-min()" "tBodyGyroMag-std()" "tBodyGyroMag-min()" "tBodyGyroJerkMag-std()" "tBodyGyroJerkMag-min()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-min()-X" "fBodyAcc-min()-Y" "fBodyAcc-min()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-min()-X" "fBodyAccJerk-min()-Y" "fBodyAccJerk-min()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-min()-X" "fBodyGyro-min()-Y" "fBodyGyro-min()-Z" "fBodyAccMag-std()" "fBodyAccMag-min()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-min()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-min()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-min()"
11 "LAYING" -0.98477733 -0.972196873859649 -0.971311176842105 0.832556698070175 0.677448278596491 0.82905954122807 -0.97956560245614 -0.990765579649123 -0.984192606315789 -0.097764695877193 0.953076756140351 0.111892620789474 -0.985259108596491 -0.972777455263158 -0.982111784210526 0.977792855789474 0.975834132982456 0.978513894210526 -0.980836884561403 -0.982442644035088 -0.959897432807018 0.83008080631579 0.910142088070175 0.82991506 -0.981724838421053 -0.990845724736842 -0.986549063333333 0.975434531403509 0.989725486666667 0.988182590877193 -0.972891829473684 -0.99221891877193 -0.972891829473684 -0.99221891877193 -0.976504858596491 -0.982987680350877 -0.954713182807018 -0.941813384561404 -0.984476476666667 -0.991453541403509 -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.985487766491228 -0.989266370877193 -0.986422826491228 -0.987122678245614 -0.973486716315789 -0.983302949122807 -0.993055394736842 -0.984439872631579 -0.982517347017544 -0.982424585438596 -0.982660631754386 -0.963183902982456 -0.993527482807018 -0.985060018596491 -0.96468651754386 -0.976037695614035 -0.984595651403509 -0.975126531403509 -0.98382956245614 -0.954849053508772 -0.965499887017544 -0.983569468245614 -0.989397777017544
12 "LAYING" -0.95531868 -0.949072009333333 -0.9483338435 0.790426552 0.666494121166667 0.820991438333333 -0.936458309333333 -0.974396492666667 -0.9596439555 -0.346933528666667 0.810598329666667 0.265776683783333 -0.969276283333333 -0.962639526833333 -0.970629308166667 0.9619986275 0.966839689333333 0.958942315166667 -0.966090742 -0.953873893833333 -0.950157442166667 0.8207169205 0.878525394666667 0.807105504833333 -0.9671982025 -0.965900370833333 -0.969953929666667 0.963334709 0.967164816666667 0.971830329166667 -0.936542686833333 -0.984465372666667 -0.936542686833333 -0.984465372666667 -0.962580915166667 -0.971688665833333 -0.935725715833333 -0.935160657833333 -0.962012018333333 -0.979345999166667 -0.955207641833333 -0.9506400405 -0.948380833666667 -0.9674858989 -0.981418230666667 -0.984499892833333 -0.972820011166667 -0.964703656833333 -0.972713844666667 -0.981796629166667 -0.9838060185 -0.978716035333333 -0.969254585333333 -0.955343675666667 -0.956424382333333 -0.989915186 -0.979237139 -0.971373098666667 -0.942133255166667 -0.961204762833333 -0.961653004 -0.970237342333333 -0.940373827666667 -0.9758956 -0.961911612333333 -0.978119572
13 "LAYING" -0.968891989354839 -0.950947949516129 -0.950392995483871 0.816732128548387 0.67133246483871 0.825578189032258 -0.957875244677419 -0.975948136290323 -0.959892863709677 -0.125670778112903 0.667770104677419 0.588479853709677 -0.98541995 -0.980152342903226 -0.983070657419355 0.978949391935484 0.980440119516129 0.975864274516129 -0.972143470322581 -0.96270462 -0.967350513709677 0.833331707741935 0.887897895967742 0.821472009354839 -0.981404742903226 -0.978854747419355 -0.989801549193548 0.977354536290323 0.978087158709677 0.990181001935484 -0.947944746612903 -0.985709109354839 -0.947944746612903 -0.985709109354839 -0.980066243387097 -0.979565499354839 -0.944687480967742 -0.939909784677419 -0.975113305645161 -0.989225891774194 -0.966960088387097 -0.947462328225806 -0.945852135806452 -0.97680845483871 -0.977799721451613 -0.978682774354839 -0.98707817516129 -0.981394261612903 -0.983670049354839 -0.992142773709677 -0.984579489032258 -0.984068358387097 -0.973446792419355 -0.959944126451613 -0.969797214516129 -0.989743995967742 -0.987306893064516 -0.969668518870968 -0.949431319193548 -0.966847483387097 -0.978044349516129 -0.981481140322581 -0.946133432096774 -0.970856901129032 -0.972798632258065 -0.988664892903226
14 "LAYING" -0.917501887333333 -0.909697040980392 -0.900331921686275 0.74883409627451 0.662626291568627 0.813605270196078 -0.862136937254902 -0.94877486372549 -0.90130385627451 -0.137357117133333 0.487745943137255 0.80820555254902 -0.971473557058824 -0.96812761745098 -0.972431855490196 0.965775340588235 0.971093679803922 0.964857853921569 -0.957221015098039 -0.932499780588235 -0.952296965294118 0.82826614745098 0.858646590784314 0.808216544901961 -0.970274962745098 -0.968042893529412 -0.979711372941176 0.962537576666667 0.974064924705882 0.981927243137255 -0.856593119215686 -0.984360077843137 -0.856593119215686 -0.984360077843137 -0.966450909019608 -0.976153591568627 -0.913433185882353 -0.892702707176471 -0.964009921960784 -0.981285394313726 -0.911972655156863 -0.905221049156863 -0.894055710980392 -0.928383017647059 -0.954701641764706 -0.948576622941177 -0.973491388039216 -0.969113291372549 -0.97491443 -0.988293727843137 -0.981851383333333 -0.976830234901961 -0.959740488627451 -0.929955407058824 -0.957790479803922 -0.981457999215686 -0.965805745294118 -0.957508517058824 -0.859606047058823 -0.907212104352941 -0.963607433921569 -0.977308556666667 -0.917760104901961 -0.951160625098039 -0.963666018039216 -0.979949771568627
15 "LAYING" -0.972255551527778 -0.962759422361111 -0.929586835277778 0.822678181666667 0.676438809861111 0.802277153611111 -0.961509742916667 -0.986036192361111 -0.950710357083333 -0.140181572 0.908366761527778 -0.04607321 -0.981739386805556 -0.970921587777778 -0.978402956527778 0.974185287361111 0.974086320555556 0.973197131388889 -0.957167680694444 -0.961142911805556 -0.956537051666667 0.820075815972222 0.893847628472222 0.806702938194444 -0.97392395125 -0.980482834444444 -0.980112732777778 0.964114278888889 0.980265820416667 0.979430615 -0.943314107916667 -0.984472660972222 -0.943314107916667 -0.984472660972222 -0.973644462777778 -0.980767547638889 -0.924043007638889 -0.957622323194444 -0.973650041666667 -0.988044290555556 -0.971718824583333 -0.964590430138889 -0.923923991944444 -0.980129243333333 -0.985735812916667 -0.978168852777778 -0.983949290694444 -0.973215319722222 -0.980745097361111 -0.991432696527778 -0.984630979722222 -0.979448158472222 -0.958224495416667 -0.959991907083333 -0.960015831111111 -0.991345611666667 -0.980809460416667 -0.981989355 -0.94550856 -0.980983434444444 -0.972530077916667 -0.981172818611111 -0.923682244861111 -0.974113415694444 -0.972645710694444 -0.985785487361111
16 "LAYING" -0.973691429428571 -0.943061150285714 -0.965490276285714 0.827583816142857 0.670238084428571 0.829174322714286 -0.963761977857143 -0.966087103857143 -0.967886002 -0.171677031942857 -0.00284240385714285 0.886972904714286 -0.988416723857143 -0.984867286857143 -0.987644127 0.985834210285714 0.988157225714286 0.982526254571429 -0.977010769857143 -0.970747514 -0.984781484857143 0.836414595 0.892139840142857 0.825135805142857 -0.985835459428571 -0.989046576 -0.994465157714286 0.984578244857143 0.990481924428571 0.994308661571429 -0.957895927714286 -0.984652049285714 -0.957895927714286 -0.984652049285714 -0.987891003571429 -0.981801849714286 -0.959020036285714 -0.944275210571429 -0.988212425428571 -0.989571156142857 -0.971409075142857 -0.937083636714286 -0.962524372714286 -0.983237420571429 -0.978617294571429 -0.981616441 -0.989287359142857 -0.986215013 -0.988348904571429 -0.993569525428571 -0.988745481571429 -0.982427300428571 -0.977509583571429 -0.968135251857143 -0.985730995857143 -0.990961964428571 -0.983268010857143 -0.988756806285714 -0.958111895857143 -0.973237323 -0.98724716 -0.984496372857143 -0.958975084 -0.976569794285714 -0.988058401142857 -0.990886675428571
17 "LAYING" -0.972960567323944 -0.944792875211268 -0.953476700140845 0.815661350140845 0.674147705070423 0.823412287746479 -0.961063222394366 -0.961466681267606 -0.957164565211268 -0.165485059014085 0.663243962112676 0.714933289577465 -0.981489017183099 -0.976960542816901 -0.98281300056338 0.97699494943662 0.98083976084507 0.977887289859155 -0.975893061830986 -0.971484336197183 -0.976200771267606 0.830696736619718 0.893391008028169 0.821251680140845 -0.980792372112676 -0.983135596619718 -0.988221713380282 0.978355144507042 0.984646115774648 0.988529396901408 -0.948257993521127 -0.982847962394366 -0.948257993521127 -0.982847962394366 -0.980126745352113 -0.979525567887324 -0.959325498732394 -0.96327713915493 -0.982038121126761 -0.987741383380282 -0.972438525352113 -0.942791615915493 -0.950116956478873 -0.98014448056338 -0.971622795774648 -0.981561103098592 -0.983213244366197 -0.978343915774648 -0.983854158873239 -0.99123825056338 -0.98692057028169 -0.981781346619718 -0.977203498309859 -0.970627806901408 -0.978357126056338 -0.991036748873239 -0.988956609014085 -0.988769117605634 -0.949042531690141 -0.978433899014085 -0.979657231408451 -0.981245121549296 -0.96002383915493 -0.980774149014085 -0.981983437605634 -0.987746107746479
18 "LAYING" -0.984527649230769 -0.986160920923077 -0.987658662307692 0.837113144923077 0.687704605846154 0.840074659692308 -0.982715987538462 -0.994093522615385 -0.990957249538462 -0.181049590615385 0.734530574461538 0.605687403846154 -0.985921071076923 -0.985554339384615 -0.990660246153846 0.983244927692308 0.989109163846154 0.989175367230769 -0.992872598 -0.984202872923077 -0.985108386307692 0.843664912153846 0.904320217692308 0.824420760769231 -0.996104441384615 -0.990547638769231 -0.992548101846154 0.995997909230769 0.992027194461538 0.993473616769231 -0.986464542615385 -0.992863515692308 -0.986464542615385 -0.992863515692308 -0.989526277538462 -0.982819686923077 -0.980560877846154 -0.986505811538462 -0.992153054 -0.990447232923077 -0.984321858307692 -0.986746450769231 -0.987224804307692 -0.990916404615385 -0.991581265230769 -0.990119148923077 -0.986641245846154 -0.986210701230769 -0.990744752923077 -0.990775609538462 -0.989153084307692 -0.985520915230769 -0.993019371692308 -0.983457774923077 -0.986483048153846 -0.996611713384615 -0.993115933692308 -0.987817271692308 -0.987648484461539 -0.991697944461538 -0.989710656769231 -0.985436698615385 -0.981468841692308 -0.987154954615385 -0.992737961692308 -0.993306370923077
19 "LAYING" -0.965019579518072 -0.973449968554217 -0.984672837228916 0.817190273614458 0.680070168313253 0.838239990481928 -0.958959611084337 -0.986993149638554 -0.988819031566265 -0.636810056746988 0.737884808915663 0.687213790361446 -0.983605223493976 -0.974524522650602 -0.988260181084337 0.977777652530121 0.976045307951807 0.985608785421687 -0.981357611445783 -0.963617705662651 -0.973197523855422 0.824120243012048 0.893842110722892 0.819240133855422 -0.976105663493976 -0.984607728915663 -0.986958363975904 0.973773193012048 0.986208594819277 0.988407215903614 -0.963193489036145 -0.98816662060241 -0.963193489036145 -0.98816662060241 -0.980668287831325 -0.981484926626506 -0.955906646506024 -0.960085656987952 -0.980245510843374 -0.98786990939759 -0.962085001204819 -0.974832075662651 -0.984740998192771 -0.98384401939759 -0.990732266626506 -0.991976536024096 -0.985278006987952 -0.975964111566265 -0.988558703373494 -0.991072597590361 -0.986323782048193 -0.985063008313253 -0.983944795060241 -0.959831365783133 -0.975417523855422 -0.989290882409639 -0.985664537951807 -0.986015521204819 -0.964056773975904 -0.983739871204819 -0.979452188433735 -0.981890805301205 -0.957496024457831 -0.974955767831325 -0.97932784746988 -0.987833325180723
20 "LAYING" -0.962249114705882 -0.964098180294118 -0.972571998382353 0.794448317647059 0.6812424825 0.835327838823529 -0.928674215147059 -0.976018476911765 -0.9765185525 -0.439133910882353 0.869808478823529 0.473427019705882 -0.984270728235294 -0.977002606764706 -0.984989224117647 0.977326130735294 0.977098078382353 0.978771561323529 -0.984477414264706 -0.972941910294118 -0.972409893529412 0.836664725147059 0.892311907205882 0.821328815588235 -0.989283577352941 -0.981540062058823 -0.986670534411765 0.988239756764706 0.981215518676471 0.988091416323529 -0.939489444558824 -0.989632425588235 -0.939489444558824 -0.989632425588235 -0.980161687058824 -0.981326626911765 -0.962153597941176 -0.953162243970588 -0.981079301617647 -0.987613341176471 -0.960997907205882 -0.964960988382353 -0.971901324705882 -0.960369117941177 -0.970856290147059 -0.987433767647059 -0.986213883088235 -0.978451446764706 -0.985707806323529 -0.990108025588235 -0.983198108970588 -0.983216515588235 -0.985154588529412 -0.973092518088235 -0.974995267058824 -0.995282636323529 -0.988535601470588 -0.984610839411765 -0.9418940855 -0.948070617647059 -0.979565196911765 -0.979053681176471 -0.964205915441177 -0.980502640735294 -0.981986152941177 -0.986078634411765
